ALAMANCE    	 11/05/2002	       	 absentee/provisional                         	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	  1494	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   461	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   156	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   160	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   458	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 US HOUSE (8TH DISTRICT)       	 Chris Kouri                   	 DEM	   153	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 US HOUSE (8TH DISTRICT)       	 Mark Andrew Johnson           	 LIB	    12	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 US HOUSE (8TH DISTRICT)       	 Robert C. (Robin) Hayes       	 REP	   521	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 US HOUSE (9TH DISTRICT)       	 Christopher S. Cole           	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 US HOUSE (9TH DISTRICT)       	 Ed McGuire                    	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 US HOUSE (9TH DISTRICT)       	 Sue Myrick                    	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 US SENATE                     	 Elizabeth H. Dole             	 REP	   521	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 US SENATE                     	 Erskine B. Bowles             	 DEM	   187	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 011   	 MT MORIAH METHODIST CHURCH                   	 US SENATE                     	 Sean Haugh                    	 LIB	    10	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   154	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   480	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   433	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   176	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   456	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   159	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   434	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   184	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   155	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   455	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 D CT JUDGE(20) (BRIDGES)      	 Kevin M. Bridges              	    	   413	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 D CT JUDGE(20) (TAYLOR)       	 Scott T. Brewer               	    	   258	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 D CT JUDGE(20) (TAYLOR)       	 W. David McSheehan            	    	   297	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 DISTRICT ATTORNEY (20)        	 Kenneth W. Honeycutt          	 DEM	   371	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 NC HOUSE (69)                 	 Alan Light                    	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 NC HOUSE (69)                 	 Frank D. Hill                 	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 NC HOUSE (69)                 	 Pryor Gibson                  	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 NC HOUSE (70)                 	 Bobby Harold Barbee, Sr.      	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 NC HOUSE (70)                 	 Max Melton                    	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 NC HOUSE (73)                 	 Curtis Blackwood              	 REP	   526	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 NC SENATE  (35)               	 Fern Shubert                  	 REP	   499	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 NC SENATE  (35)               	 Frank McGuirt                 	 DEM	   227	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 SUPERIOR COURT JUDGE (20B)    	 Chris Bragg                   	    	   256	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 SUPERIOR COURT JUDGE (20B)    	 Susan C. Taylor               	    	   348	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   478	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   136	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   131	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   482	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 US HOUSE (8TH DISTRICT)       	 Chris Kouri                   	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 US HOUSE (8TH DISTRICT)       	 Mark Andrew Johnson           	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 US HOUSE (8TH DISTRICT)       	 Robert C. (Robin) Hayes       	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 US HOUSE (9TH DISTRICT)       	 Christopher S. Cole           	 LIB	     9	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 US HOUSE (9TH DISTRICT)       	 Ed McGuire                    	 DEM	   120	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 US HOUSE (9TH DISTRICT)       	 Sue Myrick                    	 REP	   596	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 US SENATE                     	 Elizabeth H. Dole             	 REP	   562	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 US SENATE                     	 Erskine B. Bowles             	 DEM	   190	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 012   	 FAIRVIEW VFD                                 	 US SENATE                     	 Sean Haugh                    	 LIB	     8	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   129	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   522	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   490	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   131	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   501	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   128	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   492	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   131	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   121	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   506	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 D CT JUDGE(20) (BRIDGES)      	 Kevin M. Bridges              	    	   460	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 D CT JUDGE(20) (TAYLOR)       	 Scott T. Brewer               	    	   218	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 D CT JUDGE(20) (TAYLOR)       	 W. David McSheehan            	    	   366	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 DISTRICT ATTORNEY (20)        	 Kenneth W. Honeycutt          	 DEM	   390	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 NC HOUSE (69)                 	 Alan Light                    	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 NC HOUSE (69)                 	 Frank D. Hill                 	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 NC HOUSE (69)                 	 Pryor Gibson                  	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 NC HOUSE (70)                 	 Bobby Harold Barbee, Sr.      	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 NC HOUSE (70)                 	 Max Melton                    	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 NC HOUSE (73)                 	 Curtis Blackwood              	 REP	   583	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 NC SENATE  (35)               	 Fern Shubert                  	 REP	   524	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 NC SENATE  (35)               	 Frank McGuirt                 	 DEM	   207	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 SUPERIOR COURT JUDGE (20B)    	 Chris Bragg                   	    	   320	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 SUPERIOR COURT JUDGE (20B)    	 Susan C. Taylor               	    	   337	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   522	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   107	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   111	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   525	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 US HOUSE (8TH DISTRICT)       	 Chris Kouri                   	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 US HOUSE (8TH DISTRICT)       	 Mark Andrew Johnson           	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 US HOUSE (8TH DISTRICT)       	 Robert C. (Robin) Hayes       	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 US HOUSE (9TH DISTRICT)       	 Christopher S. Cole           	 LIB	    12	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 US HOUSE (9TH DISTRICT)       	 Ed McGuire                    	 DEM	   102	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 US HOUSE (9TH DISTRICT)       	 Sue Myrick                    	 REP	   619	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 US SENATE                     	 Elizabeth H. Dole             	 REP	   594	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 US SENATE                     	 Erskine B. Bowles             	 DEM	   154	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 013   	 UNIONVILLE VFD                               	 US SENATE                     	 Sean Haugh                    	 LIB	    15	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   140	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   250	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   240	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   143	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   249	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   136	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   230	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   157	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   145	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   234	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 D CT JUDGE(20) (BRIDGES)      	 Kevin M. Bridges              	    	   267	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 D CT JUDGE(20) (TAYLOR)       	 Scott T. Brewer               	    	   150	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 D CT JUDGE(20) (TAYLOR)       	 W. David McSheehan            	    	   168	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 DISTRICT ATTORNEY (20)        	 Kenneth W. Honeycutt          	 DEM	   251	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 NC HOUSE (69)                 	 Alan Light                    	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 NC HOUSE (69)                 	 Frank D. Hill                 	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 NC HOUSE (69)                 	 Pryor Gibson                  	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 NC HOUSE (70)                 	 Bobby Harold Barbee, Sr.      	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 NC HOUSE (70)                 	 Max Melton                    	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 NC HOUSE (73)                 	 Curtis Blackwood              	 REP	   298	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 NC SENATE  (35)               	 Fern Shubert                  	 REP	   237	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 NC SENATE  (35)               	 Frank McGuirt                 	 DEM	   186	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 SUPERIOR COURT JUDGE (20B)    	 Chris Bragg                   	    	   135	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 SUPERIOR COURT JUDGE (20B)    	 Susan C. Taylor               	    	   214	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   246	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   135	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   134	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   251	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 US HOUSE (8TH DISTRICT)       	 Chris Kouri                   	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 US HOUSE (8TH DISTRICT)       	 Mark Andrew Johnson           	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 US HOUSE (8TH DISTRICT)       	 Robert C. (Robin) Hayes       	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 US HOUSE (9TH DISTRICT)       	 Christopher S. Cole           	 LIB	     9	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 US HOUSE (9TH DISTRICT)       	 Ed McGuire                    	 DEM	   105	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 US HOUSE (9TH DISTRICT)       	 Sue Myrick                    	 REP	   309	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 US SENATE                     	 Elizabeth H. Dole             	 REP	   277	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 US SENATE                     	 Erskine B. Bowles             	 DEM	   153	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 014   	 INDIAN TRAIL ELEMETARY SCH                   	 US SENATE                     	 Sean Haugh                    	 LIB	     7	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   248	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   458	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   447	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   244	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   450	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   243	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   437	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   257	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   247	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   439	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 D CT JUDGE(20) (BRIDGES)      	 Kevin M. Bridges              	    	   466	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 D CT JUDGE(20) (TAYLOR)       	 Scott T. Brewer               	    	   286	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 D CT JUDGE(20) (TAYLOR)       	 W. David McSheehan            	    	   234	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 DISTRICT ATTORNEY (20)        	 Kenneth W. Honeycutt          	 DEM	   418	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 NC HOUSE (69)                 	 Alan Light                    	 LIB	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 NC HOUSE (69)                 	 Frank D. Hill                 	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 NC HOUSE (69)                 	 Pryor Gibson                  	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 NC HOUSE (70)                 	 Bobby Harold Barbee, Sr.      	 REP	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 NC HOUSE (70)                 	 Max Melton                    	 DEM	     0	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 NC HOUSE (73)                 	 Curtis Blackwood              	 REP	   532	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 NC SENATE  (35)               	 Fern Shubert                  	 REP	   459	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 NC SENATE  (35)               	 Frank McGuirt                 	 DEM	   297	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 SUPERIOR COURT JUDGE (20B)    	 Chris Bragg                   	    	   248	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 SUPERIOR COURT JUDGE (20B)    	 Susan C. Taylor               	    	   363	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   468	 2002-11-20 13:31:36.310
UNION       	 11/05/2002	 015   	 STALLINGS TOWN HALL                          	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   222	 2002-11-20 13:31:36.310
